2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:52:01,115 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:01,216 - DEBUG - [algo] | Using cached balances (age=12.3s)
2025-05-13 16:52:01,216 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:01,217 - DEBUG - [algo] | Using cached balances (age=12.3s)
2025-05-13 16:52:01,217 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:01,320 - DEBUG - [algo] | Using cached balances (age=12.4s)
2025-05-13 16:52:01,321 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:01,322 - DEBUG - [algo] | Using cached balances (age=12.4s)
2025-05-13 16:52:01,322 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:01,422 - DEBUG - [algo] | Using cached balances (age=12.5s)
2025-05-13 16:52:01,423 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:01,423 - DEBUG - [algo] | Using cached balances (age=12.5s)
2025-05-13 16:52:01,423 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:01,521 - DEBUG - [algo] | Using cached balances (age=12.6s)
2025-05-13 16:52:01,522 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:01,522 - DEBUG - [algo] | Using cached balances (age=12.6s)
2025-05-13 16:52:01,523 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:01,633 - DEBUG - [algo] | Using cached balances (age=12.7s)
2025-05-13 16:52:01,634 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:01,634 - DEBUG - [algo] | Using cached balances (age=12.7s)
2025-05-13 16:52:01,635 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,064 - DEBUG - [algo] | Using cached balances (age=13.2s)
2025-05-13 16:52:02,064 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,065 - DEBUG - [algo] | Using cached balances (age=13.2s)
2025-05-13 16:52:02,065 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,374 - DEBUG - [algo] | Using cached balances (age=13.5s)
2025-05-13 16:52:02,375 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,375 - DEBUG - [algo] | Using cached balances (age=13.5s)
2025-05-13 16:52:02,376 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,503 - DEBUG - [algo] | Using cached balances (age=13.6s)
2025-05-13 16:52:02,504 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,504 - DEBUG - [algo] | Using cached balances (age=13.6s)
2025-05-13 16:52:02,505 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,612 - DEBUG - [algo] | Using cached balances (age=13.7s)
2025-05-13 16:52:02,613 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,614 - DEBUG - [algo] | Using cached balances (age=13.7s)
2025-05-13 16:52:02,614 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,718 - DEBUG - [algo] | Using cached balances (age=13.8s)
2025-05-13 16:52:02,719 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,719 - DEBUG - [algo] | Using cached balances (age=13.8s)
2025-05-13 16:52:02,720 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:02,907 - DEBUG - [algo] | Using cached balances (age=14.0s)
2025-05-13 16:52:02,908 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:02,909 - DEBUG - [algo] | Using cached balances (age=14.0s)
2025-05-13 16:52:02,909 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:03,037 - DEBUG - [algo] | Using cached balances (age=14.1s)
2025-05-13 16:52:03,037 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:03,038 - DEBUG - [algo] | Using cached balances (age=14.1s)
2025-05-13 16:52:03,039 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:03,954 - DEBUG - [algo] | Using cached balances (age=15.1s)
2025-05-13 16:52:03,954 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:03,955 - DEBUG - [algo] | Using cached balances (age=15.1s)
2025-05-13 16:52:03,955 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,057 - DEBUG - [algo] | Using cached balances (age=15.2s)
2025-05-13 16:52:04,058 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,058 - DEBUG - [algo] | Using cached balances (age=15.2s)
2025-05-13 16:52:04,059 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,366 - INFO - [algo] | GET /algo/health called
2025-05-13 16:52:04,367 - INFO - [algo] | Health: models_loaded=True task_running=True healthy=True
2025-05-13 16:52:04,367 - INFO - 172.18.0.1:35000 - "GET /algo/health HTTP/1.1" 200
2025-05-13 16:52:04,392 - DEBUG - [db] Opening new session
2025-05-13 16:52:04,392 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:04,394 - DEBUG - [db] Session closed
2025-05-13 16:52:04,394 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:04,397 - DEBUG - [algo] | Using cached balances (age=15.5s)
2025-05-13 16:52:04,397 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,398 - DEBUG - [algo] | Using cached balances (age=15.5s)
2025-05-13 16:52:04,398 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,510 - DEBUG - [algo] | Using cached balances (age=15.6s)
2025-05-13 16:52:04,511 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,511 - DEBUG - [algo] | Using cached balances (age=15.6s)
2025-05-13 16:52:04,512 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,667 - DEBUG - [algo] | Using cached balances (age=15.8s)
2025-05-13 16:52:04,667 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,668 - DEBUG - [algo] | Using cached balances (age=15.8s)
2025-05-13 16:52:04,668 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,833 - DEBUG - [algo] | Using cached balances (age=15.9s)
2025-05-13 16:52:04,834 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,835 - DEBUG - [algo] | Using cached balances (age=15.9s)
2025-05-13 16:52:04,835 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:04,947 - DEBUG - [algo] | Using cached balances (age=16.1s)
2025-05-13 16:52:04,948 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:04,949 - DEBUG - [algo] | Using cached balances (age=16.1s)
2025-05-13 16:52:04,949 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:05,050 - DEBUG - [algo] | Using cached balances (age=16.2s)
2025-05-13 16:52:05,051 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:05,052 - DEBUG - [algo] | Using cached balances (age=16.2s)
2025-05-13 16:52:05,052 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:05,306 - DEBUG - [algo] | Using cached balances (age=16.4s)
2025-05-13 16:52:05,306 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:05,307 - DEBUG - [algo] | Using cached balances (age=16.4s)
2025-05-13 16:52:05,308 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:05,424 - DEBUG - [algo] | Using cached balances (age=16.5s)
2025-05-13 16:52:05,425 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:05,426 - DEBUG - [algo] | Using cached balances (age=16.5s)
2025-05-13 16:52:05,426 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:05,452 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:05,453 - DEBUG - [db] Opening new session
2025-05-13 16:52:05,453 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:05,455 - DEBUG - [db] Session closed
2025-05-13 16:52:05,457 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:06,067 - DEBUG - [algo] | Using cached balances (age=17.2s)
2025-05-13 16:52:06,068 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:06,068 - DEBUG - [algo] | Using cached balances (age=17.2s)
2025-05-13 16:52:06,069 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:06,642 - DEBUG - [algo] | Using cached balances (age=17.7s)
2025-05-13 16:52:06,642 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:06,643 - DEBUG - [algo] | Using cached balances (age=17.7s)
2025-05-13 16:52:06,644 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:07,053 - DEBUG - [algo] | Using cached balances (age=18.2s)
2025-05-13 16:52:07,054 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:07,055 - DEBUG - [algo] | Using cached balances (age=18.2s)
2025-05-13 16:52:07,055 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:07,289 - DEBUG - [algo] | Using cached balances (age=18.4s)
2025-05-13 16:52:07,290 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:07,290 - DEBUG - [algo] | Using cached balances (age=18.4s)
2025-05-13 16:52:07,291 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:07,601 - DEBUG - [algo] | Using cached balances (age=18.7s)
2025-05-13 16:52:07,602 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:07,603 - DEBUG - [algo] | Using cached balances (age=18.7s)
2025-05-13 16:52:07,603 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:07,705 - DEBUG - [algo] | Using cached balances (age=18.8s)
2025-05-13 16:52:07,706 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:07,707 - DEBUG - [algo] | Using cached balances (age=18.8s)
2025-05-13 16:52:07,707 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:07,810 - DEBUG - [algo] | Using cached balances (age=18.9s)
2025-05-13 16:52:07,811 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:07,812 - DEBUG - [algo] | Using cached balances (age=18.9s)
2025-05-13 16:52:07,812 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:08,479 - DEBUG - [algo] | Using cached balances (age=19.6s)
2025-05-13 16:52:08,479 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:08,480 - DEBUG - [algo] | Using cached balances (age=19.6s)
2025-05-13 16:52:08,480 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:08,592 - DEBUG - [algo] | Using cached balances (age=19.7s)
2025-05-13 16:52:08,592 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:08,593 - DEBUG - [algo] | Using cached balances (age=19.7s)
2025-05-13 16:52:08,594 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:08,748 - DEBUG - [algo] | Using cached balances (age=19.9s)
2025-05-13 16:52:08,749 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:08,749 - DEBUG - [algo] | Using cached balances (age=19.9s)
2025-05-13 16:52:08,750 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:08,852 - DEBUG - [algo] | Using cached balances (age=20.0s)
2025-05-13 16:52:08,852 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:08,853 - DEBUG - [algo] | Using cached balances (age=20.0s)
2025-05-13 16:52:08,853 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:08,962 - DEBUG - [algo] | Using cached balances (age=20.1s)
2025-05-13 16:52:08,963 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:08,964 - DEBUG - [algo] | Using cached balances (age=20.1s)
2025-05-13 16:52:08,965 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:09,169 - DEBUG - [algo] | Using cached balances (age=20.3s)
2025-05-13 16:52:09,170 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:09,170 - DEBUG - [algo] | Using cached balances (age=20.3s)
2025-05-13 16:52:09,171 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:09,388 - DEBUG - [db] Opening new session
2025-05-13 16:52:09,389 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:09,391 - DEBUG - [db] Session closed
2025-05-13 16:52:09,391 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:09,521 - DEBUG - [algo] | Using cached balances (age=20.6s)
2025-05-13 16:52:09,522 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:09,523 - DEBUG - [algo] | Using cached balances (age=20.6s)
2025-05-13 16:52:09,524 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:09,847 - DEBUG - [algo] | Using cached balances (age=21.0s)
2025-05-13 16:52:09,848 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:09,849 - DEBUG - [algo] | Using cached balances (age=21.0s)
2025-05-13 16:52:09,849 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:09,952 - DEBUG - [algo] | Using cached balances (age=21.1s)
2025-05-13 16:52:09,952 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:09,953 - DEBUG - [algo] | Using cached balances (age=21.1s)
2025-05-13 16:52:09,953 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,054 - DEBUG - [algo] | Using cached balances (age=21.2s)
2025-05-13 16:52:10,055 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,055 - DEBUG - [algo] | Using cached balances (age=21.2s)
2025-05-13 16:52:10,056 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,171 - DEBUG - [algo] | Using cached balances (age=21.3s)
2025-05-13 16:52:10,172 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,173 - DEBUG - [algo] | Using cached balances (age=21.3s)
2025-05-13 16:52:10,173 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,272 - DEBUG - [algo] | Using cached balances (age=21.4s)
2025-05-13 16:52:10,273 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,273 - DEBUG - [algo] | Using cached balances (age=21.4s)
2025-05-13 16:52:10,274 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,441 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:10,441 - DEBUG - [db] Opening new session
2025-05-13 16:52:10,442 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:10,444 - DEBUG - [db] Session closed
2025-05-13 16:52:10,444 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:10,604 - DEBUG - [algo] | Using cached balances (age=21.7s)
2025-05-13 16:52:10,604 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,605 - DEBUG - [algo] | Using cached balances (age=21.7s)
2025-05-13 16:52:10,606 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,713 - DEBUG - [algo] | Using cached balances (age=21.8s)
2025-05-13 16:52:10,714 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,715 - DEBUG - [algo] | Using cached balances (age=21.8s)
2025-05-13 16:52:10,716 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,823 - DEBUG - [algo] | Using cached balances (age=21.9s)
2025-05-13 16:52:10,824 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,825 - DEBUG - [algo] | Using cached balances (age=21.9s)
2025-05-13 16:52:10,825 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:10,925 - DEBUG - [algo] | Using cached balances (age=22.0s)
2025-05-13 16:52:10,927 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:10,928 - DEBUG - [algo] | Using cached balances (age=22.0s)
2025-05-13 16:52:10,929 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,023 - DEBUG - [algo] | Using cached balances (age=22.1s)
2025-05-13 16:52:11,023 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,024 - DEBUG - [algo] | Using cached balances (age=22.1s)
2025-05-13 16:52:11,024 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,160 - DEBUG - [algo] | Using cached balances (age=22.3s)
2025-05-13 16:52:11,160 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,161 - DEBUG - [algo] | Using cached balances (age=22.3s)
2025-05-13 16:52:11,161 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,272 - DEBUG - [algo] | Using cached balances (age=22.4s)
2025-05-13 16:52:11,273 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,273 - DEBUG - [algo] | Using cached balances (age=22.4s)
2025-05-13 16:52:11,274 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,578 - DEBUG - [algo] | Using cached balances (age=22.7s)
2025-05-13 16:52:11,579 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,579 - DEBUG - [algo] | Using cached balances (age=22.7s)
2025-05-13 16:52:11,580 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,686 - DEBUG - [algo] | Using cached balances (age=22.8s)
2025-05-13 16:52:11,687 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,687 - DEBUG - [algo] | Using cached balances (age=22.8s)
2025-05-13 16:52:11,688 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,790 - DEBUG - [algo] | Using cached balances (age=22.9s)
2025-05-13 16:52:11,791 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,792 - DEBUG - [algo] | Using cached balances (age=22.9s)
2025-05-13 16:52:11,792 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,889 - DEBUG - [algo] | Using cached balances (age=23.0s)
2025-05-13 16:52:11,889 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,890 - DEBUG - [algo] | Using cached balances (age=23.0s)
2025-05-13 16:52:11,890 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:11,994 - DEBUG - [algo] | Using cached balances (age=23.1s)
2025-05-13 16:52:11,995 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:11,995 - DEBUG - [algo] | Using cached balances (age=23.1s)
2025-05-13 16:52:11,996 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,102 - DEBUG - [algo] | Using cached balances (age=23.2s)
2025-05-13 16:52:12,103 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,104 - DEBUG - [algo] | Using cached balances (age=23.2s)
2025-05-13 16:52:12,104 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,318 - DEBUG - [algo] | Using cached balances (age=23.4s)
2025-05-13 16:52:12,319 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,320 - DEBUG - [algo] | Using cached balances (age=23.4s)
2025-05-13 16:52:12,321 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,429 - DEBUG - [algo] | Using cached balances (age=23.5s)
2025-05-13 16:52:12,430 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,431 - DEBUG - [algo] | Using cached balances (age=23.5s)
2025-05-13 16:52:12,431 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,529 - DEBUG - [algo] | Using cached balances (age=23.6s)
2025-05-13 16:52:12,530 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,530 - DEBUG - [algo] | Using cached balances (age=23.6s)
2025-05-13 16:52:12,531 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,652 - DEBUG - [algo] | Using cached balances (age=23.8s)
2025-05-13 16:52:12,653 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,653 - DEBUG - [algo] | Using cached balances (age=23.8s)
2025-05-13 16:52:12,654 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,776 - DEBUG - [algo] | Using cached balances (age=23.9s)
2025-05-13 16:52:12,777 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,777 - DEBUG - [algo] | Using cached balances (age=23.9s)
2025-05-13 16:52:12,778 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:12,880 - DEBUG - [algo] | Using cached balances (age=24.0s)
2025-05-13 16:52:12,881 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:12,881 - DEBUG - [algo] | Using cached balances (age=24.0s)
2025-05-13 16:52:12,881 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,044 - DEBUG - [algo] | Using cached balances (age=24.2s)
2025-05-13 16:52:13,045 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,046 - DEBUG - [algo] | Using cached balances (age=24.2s)
2025-05-13 16:52:13,046 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,142 - DEBUG - [algo] | Using cached balances (age=24.2s)
2025-05-13 16:52:13,143 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,144 - DEBUG - [algo] | Using cached balances (age=24.3s)
2025-05-13 16:52:13,144 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,249 - DEBUG - [algo] | Using cached balances (age=24.4s)
2025-05-13 16:52:13,250 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,250 - DEBUG - [algo] | Using cached balances (age=24.4s)
2025-05-13 16:52:13,251 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,350 - DEBUG - [algo] | Using cached balances (age=24.5s)
2025-05-13 16:52:13,351 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,352 - DEBUG - [algo] | Using cached balances (age=24.5s)
2025-05-13 16:52:13,353 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,512 - DEBUG - [algo] | Using cached balances (age=24.6s)
2025-05-13 16:52:13,513 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,513 - DEBUG - [algo] | Using cached balances (age=24.6s)
2025-05-13 16:52:13,514 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,665 - DEBUG - [algo] | Using cached balances (age=24.8s)
2025-05-13 16:52:13,666 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,667 - DEBUG - [algo] | Using cached balances (age=24.8s)
2025-05-13 16:52:13,667 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,768 - DEBUG - [algo] | Using cached balances (age=24.9s)
2025-05-13 16:52:13,769 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,770 - DEBUG - [algo] | Using cached balances (age=24.9s)
2025-05-13 16:52:13,770 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:13,993 - DEBUG - [algo] | Using cached balances (age=25.1s)
2025-05-13 16:52:13,994 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:13,994 - DEBUG - [algo] | Using cached balances (age=25.1s)
2025-05-13 16:52:13,995 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:14,106 - DEBUG - [algo] | Using cached balances (age=25.2s)
2025-05-13 16:52:14,107 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:14,107 - DEBUG - [algo] | Using cached balances (age=25.2s)
2025-05-13 16:52:14,108 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:14,267 - DEBUG - [algo] | Using cached balances (age=25.4s)
2025-05-13 16:52:14,267 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:14,268 - DEBUG - [algo] | Using cached balances (age=25.4s)
2025-05-13 16:52:14,268 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:14,378 - DEBUG - [db] Opening new session
2025-05-13 16:52:14,379 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:14,380 - DEBUG - [db] Session closed
2025-05-13 16:52:14,381 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:14,487 - DEBUG - [algo] | Using cached balances (age=25.6s)
2025-05-13 16:52:14,488 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:14,489 - DEBUG - [algo] | Using cached balances (age=25.6s)
2025-05-13 16:52:14,489 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:14,835 - DEBUG - [algo] | Using cached balances (age=25.9s)
2025-05-13 16:52:14,836 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:14,837 - DEBUG - [algo] | Using cached balances (age=25.9s)
2025-05-13 16:52:14,837 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:14,949 - DEBUG - [algo] | Using cached balances (age=26.1s)
2025-05-13 16:52:14,950 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:14,950 - DEBUG - [algo] | Using cached balances (age=26.1s)
2025-05-13 16:52:14,950 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:15,433 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:15,434 - DEBUG - [db] Opening new session
2025-05-13 16:52:15,435 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:15,436 - DEBUG - [db] Session closed
2025-05-13 16:52:15,437 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:15,439 - DEBUG - [algo] | Using cached balances (age=26.5s)
2025-05-13 16:52:15,440 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:15,440 - DEBUG - [algo] | Using cached balances (age=26.5s)
2025-05-13 16:52:15,441 - DEBUG - [algo] | Returning available[KAS] = 0.000000
